OBJECT_ID,ALARM_ID,ALARM_LVL,ALARM_DESC
AGV_NODE,100000,2,MoveControl main Thread throw Exception
AGV_NODE,100001,2,Over Encoder of safty distance
AGV_NODE,100100,2,Move_EnableTimeout
AGV_NODE,100300,2,SlowStop_Timeout
AGV_NODE,100600,2,SpinTurn_Timeout
AGV_NODE,100800,1,End_SecondCorrectionTimeout
AGV_NODE,100801,1,End_ServoOffTimeout
AGV_NODE,101000,2,MoveMethod layer_DriverReturnFalse
AGV_NODE,102000,2,LocateControl initial fail
AGV_NODE,102300,2,BITO initial fail
AGV_NODE,102301,2,BITO connecting fail
AGV_NODE,102302,1,BITO data format error
AGV_NODE,102303,1,BITO navigation tarce out
AGV_NODE,102304,2,BITO not get locate info
AGV_NODE,103000,1,Command analysis failed
AGV_NODE,104100,1,Reject move command_data format error
AGV_NODE,104101,1,Reject move command_MoveControlNotReady
AGV_NODE,104102,2,Reject move command_MoveControlErrorBitOn
AGV_NODE,104103,1,Reject move command_charging
AGV_NODE,104104,2,Reject move command_Fork not Homing 
AGV_NODE,104106,2,Reject move command_lost tracing
AGV_NODE,104107,1,Reject move command_already have moving command
AGV_NODE,104108,2,Reject move command_no in Section
AGV_NODE,104200,2,Safteystop_Fork not Homing
AGV_NODE,104201,2,Safteystop_charging
AGV_NODE,104202,2,Safteystop_Angle deviation over threshold
AGV_NODE,104203,2,Safetystop_track path deviation over threshold
AGV_NODE,104204,2,Safetystop_turn after moving in long term not get location info back
AGV_NODE,104205,2,Safetystop_straight moving in long term not get location info back
AGV_NODE,104207,2,Safetystop_speed change abnormal
AGV_NODE,104209,2,Safetystop_locate Control abnormal
AGV_NODE,104210,2,Safetystop_human under control
AGV_NODE,104211,2,Safetystop_Bumper trigger
AGV_NODE,104212,2,Safetystop_EMO stop
AGV_NODE,104214,2,Safetystop_SafetySensorAlarm
AGV_NODE,104215,2,Safetystop_MotionAlarm
AGV_NODE,104216,2,Safetystop_safety circuit is abnormal during running
AGV_NODE,104217,2,Safetystop_position data not update for long term during running
AGV_NODE,105001,2,MoveControl_ErrorBitOn
AGV_NODE,200000,2,MIPC initial fail
AGV_NODE,200001,2,MIPC connect fail
AGV_NODE,200002,2,MIPC disconnect
AGV_NODE,200003,1,MIPC communication abnormal
AGV_NODE,200004,1,MIPC feedback data abnormal
AGV_NODE,200005,1,ByPass sound light IO auto transfer
AGV_NODE,200100,2,MIPC_DeviceHeartBeatLoss
AGV_NODE,200101,2,MIPC_IPCHeartBeatLoss
AGV_NODE,200102,2,MIPC_Motin_EMS
AGV_NODE,200103,2,MIPC_SLAM deviation over threshold
AGV_NODE,200104,2,MIPC_SLAM long term not update
AGV_NODE,200105,2,MIPC_moving driver abnormal
AGV_NODE,200106,2,MIPC_low battery status and shutdown system  
AGV_NODE,200107,2,MIPC_4 wheel ServoOnOff not synchronize
AGV_NODE,200108,2,MIPC_driver overcurrent
AGV_NODE,200109,2,MIPC_speed following deviation over threshold
AGV_NODE,200110,2,MIPC_Alarm11
AGV_NODE,200111,2,MIPC_over command speed limit
AGV_NODE,200112,2,MIPC_power off
AGV_NODE,200113,2,MIPC_IPCEMS
AGV_NODE,200114,2,MIPC_SetPosition angle deviation over threshold
AGV_NODE,200115,2,MIPC_Alarm16
AGV_NODE,200116,2,MIPC_Alarm17
AGV_NODE,200117,2,MIPC_Alarm18
AGV_NODE,200118,2,MIPC_Alarm19
AGV_NODE,200119,2,MIPC_DeviceDisconnectCounter
AGV_NODE,200200,1,LowBattery_SOC
AGV_NODE,200201,1,LowBattery_V
AGV_NODE,200202,2,ShutDown_LowBattery_SOC
AGV_NODE,200203,2,ShutDown_LowBattery_V
AGV_NODE,200204,2,SafetyRelayNotOK
AGV_NODE,200205,2,ShutDown_BatteryTemp
AGV_NODE,200206,1,BatteryWarningTemp
AGV_NODE,200207,2,Battery communication abnormal
AGV_NODE,200208,2,Electric meter communication abnormal
AGV_NODE,200209,2,TEMP  communication abnormal
AGV_NODE,200210,2,Battery BMS abnormal
AGV_NODE,200300,2,Getwaycommunication abnormal_XFL
AGV_NODE,200301,2,Getway communication abnormal_XFR
AGV_NODE,200302,2,Getway communication abnormal_XRL
AGV_NODE,200303,2,Getway communication abnormal_XRR
AGV_NODE,201000,1,SensorSafety_AlarmByPass
AGV_NODE,201001,1,SensorSafety_SafetyByPass
AGV_NODE,201002,1,SensorSafety_stop signal Timeout
AGV_NODE,201100,2,EMO trigger
AGV_NODE,201200,2,Bumper trigger
AGV_NODE,201300,2,Sensor trigger
AGV_NODE,201400,2,AreaSensorAlarm
AGV_NODE,201401,2,AreaSensor trigger
AGV_NODE,202001,1,Release Braking
AGV_NODE,300000,2,Reject  load and unload command_data format error
AGV_NODE,300001,2,Reject  load and unload command_LoadUnloadControlNotReady
AGV_NODE,300002,2,Reject  load and unload command_LoadUnloadControlErrorBitOn
AGV_NODE,300003,2,Reject  load and unload command_Exception
AGV_NODE,300004,2,load and unload main flow Exception
AGV_NODE,300100,2,load and unload initial fail_MIPCTag not found
AGV_NODE,300110,2,load and unload correction component_BarcoderReader connect fail
AGV_NODE,300111,2,load and unload correction component_BarcoderReader disconnect
AGV_NODE,300120,2,load and unload correction component_laser measure device connect fail
AGV_NODE,300121,2,load and unload correction component_laser measure device disconnect
AGV_NODE,300122,2,CSTIDReader_connect fail
AGV_NODE,300123,2,CSTIDReader_disconnect
AGV_NODE,300124,2,CSTIDReaderLeft_connect fail
AGV_NODE,300125,2,CSTIDReaderLeft_disconnect
AGV_NODE,300126,2,CSTIDReaderRight_connect fail
AGV_NODE,300127,2,CSTIDReaderRight_disconnect
AGV_NODE,300200,2,Z axis driver abnormal
AGV_NODE,300201,2,Z axis_Slave driver abnormal
AGV_NODE,300202,2,P axis driver abnormal
AGV_NODE,300203,2,Theta axis driver abnormal
AGV_NODE,300204,2,Roller driver abnormal
AGV_NODE,300300,2,Z axis ampere over threshold
AGV_NODE,300301,2,Z axis_Slaveampere over threshold
AGV_NODE,300302,2,Z axis Master and slave Encoder differ over threshold
AGV_NODE,300303,2,Z axis Slave up limit trigger
AGV_NODE,300304,2,Z axis Slave low limit trigger
AGV_NODE,300305,2,balance Z axis mode
AGV_NODE,300400,2,Getway communication abnormal_Z axis
AGV_NODE,300401,2,Getway communication abnormal_Z axis_Slave
AGV_NODE,300402,2,Getway communication abnormal_P axis
AGV_NODE,300403,2,Getway communication abnormal_Theta axis
AGV_NODE,300404,2,Getway communication abnormal_Roller
AGV_NODE,301011,1,TA1_Timeout
AGV_NODE,301012,1,TA2_Timeout
AGV_NODE,301013,1,TA3_Timeout
AGV_NODE,301014,1,TP1_Timeout
AGV_NODE,301015,1,TP2_Timeout
AGV_NODE,301016,2,TP3_Timeout
AGV_NODE,301017,2,TP4_Timeout
AGV_NODE,301018,1,TP5_Timeout
AGV_NODE,301051,1,Loading and unloading EQPIOOff
AGV_NODE,301052,1,Load and unload command with EQRequest dismatch
AGV_NODE,301054,2,RollerStop after CV signal abnormal
AGV_NODE,301055,1,Enable PIOTimeout testing
AGV_NODE,301100,1,Loading and unloading CV detect abnormal
AGV_NODE,301101,2,Loading and unloading EMS
AGV_NODE,301102,1,Load_LoadingOn abnormal
AGV_NODE,301103,1,Unload_LoadingOff abnormal
AGV_NODE,301104,1,AlignmentNG
AGV_NODE,301105,2,HomingSensor not On
AGV_NODE,301106,2,Z axis positioning not On
AGV_NODE,301107,2,load and unload abnormal_MIPCCommandReturnFail
AGV_NODE,301108,2,Action ends but not InpositionRange
AGV_NODE,301109,1,AlignmentValueNG
AGV_NODE,301110,2,Load and unload limit trigger
AGV_NODE,301111,2,Loading and unloading axis abnormal
AGV_NODE,301112,2,Loading and unloading safty cycle abnormal
AGV_NODE,301113,2,RollerStopTimeout
AGV_NODE,301114,1,CVSensor abnormal
AGV_NODE,301115,2,Loading logistic and Sensor dismatch
AGV_NODE,301116,2,Fork not in Homing position
AGV_NODE,301117,2,ServoOnTimeout
AGV_NODE,301118,1,Port ES or HO_AVBLNotOn
AGV_NODE,301119,2,Load and unload info abnormal
AGV_NODE,301120,2,Load and unload abnormal_Z axis lifting CV Sensor abnormal
AGV_NODE,301130,2,Load and unload robot arm abnormal
AGV_NODE,301131,2,Robot fixed point Mark position fail
AGV_NODE,301132,2,Robot servo Mark position fail
AGV_NODE,301133,2,AGV and Mark relative position is out of range
AGV_NODE,301134,2,Robot insufficient compensation value stability
AGV_NODE,301135,2,Robot posture abnormal
AGV_NODE,302000,1,Back to Homing fail_CV Sensor condition abnormal
AGV_NODE,302001,1,Back to Homing fail_CST back toCV_Timeout
AGV_NODE,302002,1,Back to Homing fail_P axis not Homing
AGV_NODE,302003,1,Back to Homing fail_Theta axis not Homing
AGV_NODE,302004,1,Back to Homing fail_Z axis not in up position 
AGV_NODE,302005,1,Back to Homing fail_ServoOn_Timeout
AGV_NODE,302006,1,Back to Homing fail_Exception
AGV_NODE,302007,1,Back to Homing fail_MIPC command failed
AGV_NODE,302008,1,Back to Homing fail_human trigger stop
AGV_NODE,302009,1,Back to Homing fail_limit Sensor not On
AGV_NODE,302010,1,Back to Homing fail_MovingTimeout
AGV_NODE,302011,1,Back to Homing fail_HomingSensor not on
AGV_NODE,302012,2,Back to Homing fail_HomingSensor not off
AGV_NODE,310000,1,ChargingConfrimSensorNotOn
AGV_NODE,310001,1,ChargerStationNotService
AGV_NODE,310002,1,ChargerStationWaitOPTimeout
AGV_NODE,310003,1,ChargerStationWaitChargingTimeout
AGV_NODE,310004,1,ChargerStationAlarm
AGV_NODE,310005,1,ChargerStationWarning
AGV_NODE,310006,1,ChargerStationFullCharging
AGV_NODE,310007,1,ChargingTimeout
AGV_NODE,310008,1,ChargingWith_OPOff
AGV_NODE,310009,2,ChargingWith_SensorEMO
AGV_NODE,310010,2,ChargingOverA
AGV_NODE,310011,2,Charging TEMP over threshold
AGV_NODE,310012,2,ChargerStationWaitHPTimeout
AGV_NODE,400100,1,Unable to Auto_MoveControlNotReady
AGV_NODE,400101,1,Unable to Auto_Fork not in Homing
AGV_NODE,400102,1,Unable to Auto_MiddlerInitialFail
AGV_NODE,400103,1,Unable to Auto_have Alarm
AGV_NODE,400104,1,Unable to Auto_ResetAlarming
AGV_NODE,400105,1,Unable to Auto_read CSTID abnormal
AGV_NODE,400106,1,Unable to Auto_locate data abnormal
AGV_NODE,400207,1,Unable to Auto_Moving
AGV_NODE,400208,1,Unable to Auto_joystick control
AGV_NODE,400209,1,Unable to Auto_AGV no in Section
AGV_NODE,1,1,Agv already have a transfer command on middler get new transfer command.
AGV_NODE,2,1,Battery capacity enter low power threshold.
AGV_NODE,3,1,Loading is off after load finished.
AGV_NODE,4,1,Carrier ID is EMPTY after load finished.
AGV_NODE,5,1,Carrier ID is ERROR after load finished.
AGV_NODE,6,1,Move finish fail.
